Pack	time	censored	motherage	pups3mo	ads3mo	attempt	censor	maxtemp	mintemp	meantemp	rainfall	days	IBI4	monthly	rounded
Sosian	248.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	1
Sosian	249.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	2
Sosian	250.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	3
Sosian	251.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	4
Sosian	252.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	5
Sosian	253.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	6
Sosian	254.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	7
Sosian	255.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	8
Sosian	256.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	9
Sosian	257.5	no	50	7	11	7	0	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	10
Sosian	258.5	no	50	7	11	7	1	27.679	12.53	18.74	2.45	2372	330.5	11.01666667	11
Loisaba	286	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	1
Loisaba	287	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	2
Loisaba	288	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	3
Loisaba	289	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	4
Loisaba	290	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	5
Loisaba	291	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	6
Loisaba	292	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	7
Loisaba	293	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	8
Loisaba	294	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	9
Loisaba	295	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	10
Loisaba	296	no	63	12	15	3	0	28.6	11.37	20.18	0.88	2562	369	12.3	11
Loisaba	297	no	63	12	15	3	1	28.6	11.37	20.18	0.88	2562	369	12.3	12
Rat	330	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	1
Rat	331	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	2
Rat	332	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	3
Rat	333	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	4
Rat	334	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	5
Rat	335	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	6
Rat	336	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	7
Rat	337	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	8
Rat	338	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	9
Rat	339	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	10
Rat	340	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	11
Rat	341	no	67	7	10	3	0	28.647	11.56	20.25	0.89	2568	414	13.8	12
Rat	342	no	67	7	10	3	1	28.647	11.56	20.25	0.89	2568	414	13.8	13
Bagines	259.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	1
Bagines	260.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	2
Bagines	261.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	3
Bagines	262.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	4
Bagines	263.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	5
Bagines	264.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	6
Bagines	265.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	7
Bagines	266.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	8
Bagines	267.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	9
Bagines	268.5	no	34	10	12	4	0	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	10
Bagines	269.5	no	34	10	12	4	1	28.672	12.69	19.94	2.33	2620	341.5	11.38333333	11
Dalambo	353.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	1
Dalambo	354.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	2
Dalambo	355.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	3
Dalambo	356.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	4
Dalambo	357.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	5
Dalambo	358.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	6
Dalambo	359.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	7
Dalambo	360.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	8
Dalambo	361.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	9
Dalambo	362.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	10
Dalambo	363.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	11
Dalambo	364.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	12
Dalambo	365.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	13
Dalambo	366.5	yes	24	7	10	2	0	28.644	12.53	19.56	1.76	2652	438.5	14.61666667	14
Lebai	255	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	1
Lebai	256	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	2
Lebai	257	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	3
Lebai	258	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	4
Lebai	259	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	5
Lebai	260	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	6
Lebai	261	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	7
Lebai	262	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	8
Lebai	263	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	9
Lebai	264	no	31	8	9	1	0	27.95	12.82	19.67	3.48	2808	337	11.23333333	10
Lebai	265	no	31	8	9	1	1	27.95	12.82	19.67	3.48	2808	337	11.23333333	11
Nomaki	193	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	1
Nomaki	194	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	2
Nomaki	195	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	3
Nomaki	196	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	4
Nomaki	197	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	5
Nomaki	198	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	6
Nomaki	199	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	7
Nomaki	200	no	45	10	7	1	0	27.807	12.41	19.7	2.9	2821	273	9.1	8
Nomaki	201	no	45	10	7	1	1	27.807	12.41	19.7	2.9	2821	273	9.1	9
Sunflower	255	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	1
Sunflower	256	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	2
Sunflower	257	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	3
Sunflower	258	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	4
Sunflower	259	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	5
Sunflower	260	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	6
Sunflower	261	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	7
Sunflower	262	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	8
Sunflower	263	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	9
Sunflower	264	no	NA	4	3	1	0	27.652	11.23	19.6	1.89	2852	337	11.23333333	10
Sunflower	265	no	NA	4	3	1	1	27.652	11.23	19.6	1.89	2852	337	11.23333333	11
Mouse	266.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	1
Mouse	267.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	2
Mouse	268.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	3
Mouse	269.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	4
Mouse	270.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	5
Mouse	271.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	6
Mouse	272.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	7
Mouse	273.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	8
Mouse	274.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	9
Mouse	275.5	no	NA	8	8	1	0	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	10
Mouse	276.5	no	NA	8	8	1	1	28.739	11.18	20.58	0.26	2905	348.5	11.61666667	11
Loisaba	236	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	1
Loisaba	237	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	2
Loisaba	238	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	3
Loisaba	239	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	4
Loisaba	240	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	5
Loisaba	241	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	6
Loisaba	242	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	7
Loisaba	243	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	8
Loisaba	244	no	75	11	21	4	0	29.514	12.02	21.28	0.26	2931	317	10.56666667	9
Loisaba	245	no	75	11	21	4	1	29.514	12.02	21.28	0.26	2931	317	10.56666667	10
Bagines	251	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	1
Bagines	252	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	2
Bagines	253	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	3
Bagines	254	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	4
Bagines	255	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	5
Bagines	256	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	6
Bagines	257	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	7
Bagines	258	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	8
Bagines	259	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	9
Bagines	260	no	NA	6	24	5	0	29.927	12.9	21.69	0.04	2961	333	11.1	10
Bagines	261	no	NA	6	24	5	1	29.927	12.9	21.69	0.04	2961	333	11.1	11
Rat	235	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	1
Rat	236	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	2
Rat	237	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	3
Rat	238	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	4
Rat	239	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	5
Rat	240	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	6
Rat	241	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	7
Rat	242	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	8
Rat	243	no	81	4	12	4	0	30.062	13.55	21.57	0.1	2982	316	10.53333333	9
Rat	244	no	81	4	12	4	1	30.062	13.55	21.57	0.1	2982	316	10.53333333	10
Nomaki	193.5	yes	34	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	1
Nomaki	194.5	yes	35	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	2
Nomaki	195.5	yes	36	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	3
Nomaki	196.5	yes	37	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	4
Nomaki	197.5	yes	38	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	5
Nomaki	198.5	yes	39	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	6
Nomaki	199.5	yes	40	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	7
Nomaki	200.5	yes	41	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	8
Nomaki	201.5	yes	42	NA	NA	2	0	29.977	12.82	20.24	0.26	3094	273.5	9.116666667	9
Lebai	310	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	1
Lebai	311	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	2
Lebai	312	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	3
Lebai	313	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	4
Lebai	314	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	5
Lebai	315	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	6
Lebai	316	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	7
Lebai	317	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	8
Lebai	318	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	9
Lebai	319	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	10
Lebai	320	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	11
Lebai	321	no	42	7	10	2	0	29.123	13.57	20.75	0	3145	394	13.13333333	12
Lebai	322	no	42	7	10	2	1	29.123	13.57	20.75	0	3145	394	13.13333333	13
Sunflower	213	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	1
Sunflower	214	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	2
Sunflower	215	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	3
Sunflower	216	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	4
Sunflower	217	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	5
Sunflower	218	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	6
Sunflower	219	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	7
Sunflower	220	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	8
Sunflower	221	yes	NA	9	5	2	0	27.919	13.3	20.23	NA	3189	293	9.766666667	9
Loisaba	248	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	1
Loisaba	249	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	2
Loisaba	250	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	3
Loisaba	251	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	4
Loisaba	252	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	5
Loisaba	253	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	6
Loisaba	254	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	7
Loisaba	255	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	8
Loisaba	256	no	86	10	24	5	0	28.031	12.1	19.63	NA	3248	329	10.96666667	9
Loisaba	257	no	86	10	24	5	1	28.031	12.1	19.63	NA	3248	329	10.96666667	10
Andrews	243	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	1
Andrews	244	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	2
Andrews	245	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	3
Andrews	246	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	4
Andrews	247	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	5
Andrews	248	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	6
Andrews	249	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	7
Andrews	250	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	8
Andrews	251	no	NA	11	19	2	0	28.031	12.1	19.63	NA	3248	324	10.8	9
Andrews	252	no	NA	11	19	2	1	28.031	12.1	19.63	NA	3248	324	10.8	10
Mouse	184.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	1
Mouse	185.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	2
Mouse	186.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	3
Mouse	187.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	4
Mouse	188.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	5
Mouse	189.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	6
Mouse	190.5	no	49	5	8	2	0	28.038	11.95	19.52	NA	3254	263.5	8.783333333	7
Mouse	191.5	no	49	5	8	2	1	28.038	11.95	19.52	NA	3254	263.5	8.783333333	8
